% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
2400 +1.651264283e+04 +1.651264283e+04 +1.634244283e+04 +1.634244283e+04 -1.2752e+00 -2.0803e+00 -1.5639e+00 +3.2579e+00 +4.2631e+00 -8.9686e-03 -5.8804e-01 +5.8830e-01 -9.5109e-01 +2.3195e+00 -8.6442e-01 +7.9228e-02 -2.0259e+00 -5.2388e-01 -1.7077e+00 -1.3897e+00 -1.1409e+00 +2.7765e+00 +4.2187e-01 +4.5235e-01
2413 +1.617301013e+04 +1.617301013e+04 +1.600281013e+04 +1.600281013e+04 -1.3237e+00 -2.0831e+00 -1.5434e+00 +3.2801e+00 +4.2751e+00 -1.4367e-02 -5.9876e-01 +5.7682e-01 -1.0331e+00 +2.2807e+00 -9.1042e-01 +5.6287e-02 -2.0358e+00 -5.4107e-01 -1.6823e+00 -1.3994e+00 -1.1554e+00 +2.7382e+00 +4.4511e-01 +4.4170e-01
2450 +1.575791232e+04 +1.575791232e+04 +1.558771232e+04 +1.558771232e+04 -1.3652e+00 -2.0399e+00 -1.5165e+00 +3.2904e+00 +4.2888e+00 -1.6418e-02 -6.0144e-01 +5.8969e-01 -1.0765e+00 +2.3677e+00 -9.2615e-01 +5.6808e-02 -1.9918e+00 -5.0774e-01 -1.7551e+00 -1.4078e+00 -1.2061e+00 +2.7568e+00 +4.7185e-01 +4.3743e-01
2465 +1.535411913e+04 +1.535411913e+04 +1.518391913e+04 +1.518391913e+04 -1.3711e+00 -2.0706e+00 -1.4796e+00 +3.2366e+00 +4.2754e+00 -3.4770e-02 -5.9741e-01 +5.5311e-01 -1.0025e+00 +2.3576e+00 -9.1407e-01 +7.7532e-02 -2.0109e+00 -5.3883e-01 -1.7188e+00 -1.4060e+00 -1.2284e+00 +2.7435e+00 +4.8263e-01 +4.3602e-01
2481 +1.478109679e+04 +1.478109679e+04 +1.461089679e+04 +1.461089679e+04 -1.3566e+00 -2.0366e+00 -1.4875e+00 +3.2821e+00 +4.2791e+00 -5.7656e-02 -5.9148e-01 +5.7718e-01 -1.1143e+00 +2.3577e+00 -9.2072e-01 +7.1996e-02 -2.0087e+00 -5.4916e-01 -1.7046e+00 -1.3695e+00 -1.2128e+00 +2.7422e+00 +5.5038e-01 +4.2313e-01
2544 +1.431038546e+04 +1.431038546e+04 +1.414018546e+04 +1.414018546e+04 -1.3490e+00 -2.0782e+00 -1.5225e+00 +3.2582e+00 +4.2517e+00 +4.5346e-03 -5.9098e-01 +5.8066e-01 -1.1254e+00 +2.3679e+00 -9.6281e-01 +8.4898e-02 -2.0302e+00 -5.6519e-01 -1.6161e+00 -1.4148e+00 -1.2025e+00 +2.8027e+00 +6.0651e-01 +4.4567e-01
2567 +1.395263797e+04 +1.395263797e+04 +1.378243797e+04 +1.378243797e+04 -1.3046e+00 -2.0400e+00 -1.5050e+00 +3.2668e+00 +4.2579e+00 -6.3228e-03 -5.8914e-01 +5.7831e-01 -1.0846e+00 +2.4048e+00 -9.4302e-01 +1.2100e-01 -2.0458e+00 -5.2750e-01 -1.5415e+00 -1.4100e+00 -1.2384e+00 +2.7978e+00 +6.3338e-01 +4.3912e-01
2598 +1.375137599e+04 +1.375137599e+04 +1.358117599e+04 +1.358117599e+04 -1.3214e+00 -2.0032e+00 -1.4621e+00 +3.2384e+00 +4.2879e+00 -2.5911e-02 -6.0707e-01 +5.7454e-01 -1.1022e+00 +2.4457e+00 -9.3248e-01 +1.3379e-01 -2.0169e+00 -5.1706e-01 -1.4566e+00 -1.4093e+00 -1.2724e+00 +2.7991e+00 +6.6385e-01 +4.6664e-01
2615 +1.343495213e+04 +1.343495213e+04 +1.326475213e+04 +1.326475213e+04 -1.2589e+00 -1.9993e+00 -1.4526e+00 +3.2396e+00 +4.2858e+00 -5.9811e-02 -6.0766e-01 +5.5118e-01 -1.1468e+00 +2.4300e+00 -8.9527e-01 +1.2906e-01 -2.0251e+00 -4.7235e-01 -1.4903e+00 -1.4384e+00 -1.2624e+00 +2.8111e+00 +7.1733e-01 +4.6454e-01
2618 +1.299999888e+04 +1.299999888e+04 +1.282979888e+04 +1.282979888e+04 -1.3133e+00 -2.0514e+00 -1.4056e+00 +3.2550e+00 +4.2968e+00 -6.6727e-02 -5.8586e-01 +5.5528e-01 -1.1615e+00 +2.4401e+00 -8.9316e-01 +1.4504e-01 -2.0159e+00 -5.1183e-01 -1.4672e+00 -1.4057e+00 -1.2715e+00 +2.8512e+00 +7.1458e-01 +4.7619e-01
2643 +1.265248731e+04 +1.265248731e+04 +1.248228731e+04 +1.248228731e+04 -1.3444e+00 -2.0516e+00 -1.4011e+00 +3.2554e+00 +4.2874e+00 -9.6329e-02 -6.1016e-01 +5.9056e-01 -1.0600e+00 +2.4616e+00 -8.9119e-01 +9.1263e-02 -2.0232e+00 -4.5574e-01 -1.3933e+00 -1.3780e+00 -1.2968e+00 +2.8150e+00 +8.0878e-01 +4.7187e-01
2686 +1.251191790e+04 +1.251191790e+04 +1.234171790e+04 +1.234171790e+04 -1.3335e+00 -2.0629e+00 -1.4132e+00 +3.2711e+00 +4.3058e+00 -5.7259e-02 -6.1645e-01 +5.6905e-01 -1.0961e+00 +2.4647e+00 -8.9398e-01 +9.3886e-02 -2.0306e+00 -5.0427e-01 -1.4145e+00 -1.3947e+00 -1.2963e+00 +2.8915e+00 +8.0230e-01 +4.8559e-01
2703 +1.229908600e+04 +1.229908600e+04 +1.212888600e+04 +1.212888600e+04 -1.3559e+00 -2.0783e+00 -1.4015e+00 +3.2533e+00 +4.2725e+00 -6.2666e-02 -5.9313e-01 +5.7677e-01 -1.0971e+00 +2.4873e+00 -8.9695e-01 +1.1573e-01 -2.0223e+00 -4.8120e-01 -1.3832e+00 -1.4362e+00 -1.3053e+00 +2.8478e+00 +8.3520e-01 +4.6685e-01
2723 +1.195665405e+04 +1.195665405e+04 +1.178645405e+04 +1.178645405e+04 -1.3881e+00 -2.0233e+00 -1.4281e+00 +3.2701e+00 +4.3025e+00 -7.4001e-02 -5.9011e-01 +5.9797e-01 -1.1010e+00 +2.4869e+00 -8.8831e-01 +1.2035e-01 -2.0212e+00 -4.6448e-01 -1.3946e+00 -1.4082e+00 -1.3341e+00 +2.8598e+00 +8.9793e-01 +4.7724e-01
2731 +1.164496998e+04 +1.164496998e+04 +1.147476998e+04 +1.147476998e+04 -1.4201e+00 -2.0383e+00 -1.4097e+00 +3.2469e+00 +4.3107e+00 -7.3228e-02 -5.9725e-01 +6.0527e-01 -1.1642e+00 +2.5141e+00 -9.0595e-01 +1.0039e-01 -2.0202e+00 -4.7087e-01 -1.4218e+00 -1.4127e+00 -1.3478e+00 +2.8809e+00 +9.0139e-01 +4.6178e-01
2773 +1.147969112e+04 +1.147969112e+04 +1.130949112e+04 +1.130949112e+04 -1.4439e+00 -2.0588e+00 -1.3944e+00 +3.2889e+00 +4.3241e+00 -1.2805e-01 -6.1253e-01 +5.7670e-01 -1.1955e+00 +2.4797e+00 -8.9843e-01 +1.1176e-01 -2.0173e+00 -4.6636e-01 -1.3826e+00 -1.3717e+00 -1.3149e+00 +2.8848e+00 +9.7784e-01 +4.5814e-01
2791 +1.080003514e+04 +1.080003514e+04 +1.062983514e+04 +1.062983514e+04 -1.4465e+00 -2.0338e+00 -1.3966e+00 +3.3067e+00 +4.2984e+00 -1.3017e-01 -6.0199e-01 +6.1008e-01 -1.2414e+00 +2.5555e+00 -8.9912e-01 +6.3084e-02 -2.0486e+00 -4.5701e-01 -1.4367e+00 -1.3777e+00 -1.3466e+00 +2.9272e+00 +9.9441e-01 +4.5030e-01
2895 +1.063903365e+04 +1.063903365e+04 +1.046883365e+04 +1.046883365e+04 -1.4905e+00 -2.0161e+00 -1.3843e+00 +3.3444e+00 +4.3222e+00 -9.0460e-02 -5.9354e-01 +6.2696e-01 -1.2131e+00 +2.5325e+00 -8.8151e-01 +1.1240e-01 -2.0524e+00 -5.3044e-01 -1.3863e+00 -1.3799e+00 -1.3627e+00 +2.9429e+00 +1.0133e+00 +4.1107e-01
2982 +1.046658161e+04 +1.046658161e+04 +1.029638161e+04 +1.029638161e+04 -1.4845e+00 -1.9919e+00 -1.2893e+00 +3.3023e+00 +4.3126e+00 -1.6508e-01 -6.0003e-01 +6.2497e-01 -1.2026e+00 +2.5678e+00 -8.6936e-01 +9.0982e-02 -2.0553e+00 -5.5307e-01 -1.4047e+00 -1.3918e+00 -1.3818e+00 +2.9718e+00 +9.4087e-01 +4.2013e-01
3083 +1.019865431e+04 +1.019865431e+04 +1.002845431e+04 +1.002845431e+04 -1.5211e+00 -1.9546e+00 -1.3723e+00 +3.3271e+00 +4.3157e+00 -1.5109e-01 -6.1874e-01 +6.6232e-01 -1.2710e+00 +2.5854e+00 -8.8325e-01 +1.0780e-01 -2.1063e+00 -5.5605e-01 -1.4239e+00 -1.3302e+00 -1.3706e+00 +3.0172e+00 +1.0941e+00 +4.4055e-01
3119 +9.983024446e+03 +9.983024446e+03 +9.812824446e+03 +9.812824446e+03 -1.5146e+00 -1.9454e+00 -1.3788e+00 +3.3264e+00 +4.2978e+00 -1.3726e-01 -6.2095e-01 +6.7320e-01 -1.2896e+00 +2.5969e+00 -8.8049e-01 +1.1253e-01 -2.1154e+00 -5.9617e-01 -1.4551e+00 -1.3317e+00 -1.3742e+00 +3.0320e+00 +1.0781e+00 +4.2814e-01
3204 +9.767344292e+03 +9.767344292e+03 +9.597144292e+03 +9.597144292e+03 -1.5618e+00 -1.9767e+00 -1.4183e+00 +3.3146e+00 +4.2874e+00 -1.3754e-01 -6.0442e-01 +6.7717e-01 -1.3315e+00 +2.5832e+00 -8.5892e-01 +1.2457e-01 -2.1214e+00 -5.8834e-01 -1.3478e+00 -1.3326e+00 -1.3622e+00 +3.0674e+00 +1.1197e+00 +4.2486e-01
3248 +9.527161803e+03 +9.527161803e+03 +9.356961803e+03 +9.356961803e+03 -1.5332e+00 -2.0204e+00 -1.3985e+00 +3.3020e+00 +4.2748e+00 -1.5382e-01 -6.0363e-01 +6.6080e-01 -1.3394e+00 +2.6292e+00 -8.4579e-01 +1.4169e-01 -2.1278e+00 -6.0533e-01 -1.3724e+00 -1.3433e+00 -1.3759e+00 +3.1073e+00 +1.1539e+00 +3.9480e-01
3402 +9.293890972e+03 +9.293890972e+03 +9.123690972e+03 +9.123690972e+03 -1.4911e+00 -1.9209e+00 -1.3944e+00 +3.3117e+00 +4.2634e+00 -2.4708e-01 -5.9378e-01 +7.0419e-01 -1.3551e+00 +2.6721e+00 -9.1686e-01 +1.4301e-01 -2.1088e+00 -5.9968e-01 -1.3212e+00 -1.3618e+00 -1.4063e+00 +3.1992e+00 +1.2068e+00 +3.8216e-01
3484 +9.096841267e+03 +9.096841267e+03 +8.926641267e+03 +8.926641267e+03 -1.4670e+00 -1.9774e+00 -1.4108e+00 +3.3038e+00 +4.2550e+00 -2.1836e-01 -5.8595e-01 +6.9896e-01 -1.3589e+00 +2.6823e+00 -8.9529e-01 +1.3544e-01 -2.0978e+00 -5.9430e-01 -1.3296e+00 -1.3602e+00 -1.4009e+00 +3.2171e+00 +1.2368e+00 +3.9019e-01
3558 +8.867217273e+03 +8.867217273e+03 +8.697017273e+03 +8.697017273e+03 -1.4496e+00 -1.9700e+00 -1.4168e+00 +3.3305e+00 +4.2697e+00 -2.1004e-01 -5.7427e-01 +7.0465e-01 -1.4043e+00 +2.7059e+00 -8.9688e-01 +1.3397e-01 -2.0928e+00 -5.7418e-01 -1.3111e+00 -1.3710e+00 -1.4049e+00 +3.2495e+00 +1.2674e+00 +3.7576e-01
3576 +8.696227700e+03 +8.696227700e+03 +8.526027700e+03 +8.526027700e+03 -1.4514e+00 -1.9833e+00 -1.4101e+00 +3.3331e+00 +4.2665e+00 -2.2163e-01 -5.7763e-01 +7.0872e-01 -1.4032e+00 +2.7089e+00 -8.8160e-01 +1.4982e-01 -2.0996e+00 -5.9373e-01 -1.3356e+00 -1.3669e+00 -1.4022e+00 +3.2659e+00 +1.2589e+00 +3.6965e-01
3606 +8.508582456e+03 +8.508582456e+03 +8.338382456e+03 +8.338382456e+03 -1.4465e+00 -1.9696e+00 -1.4186e+00 +3.3238e+00 +4.2645e+00 -2.4116e-01 -5.7480e-01 +7.1597e-01 -1.4157e+00 +2.7140e+00 -8.8671e-01 +1.5170e-01 -2.0962e+00 -5.9735e-01 -1.2945e+00 -1.3703e+00 -1.3998e+00 +3.2920e+00 +1.3211e+00 +3.6869e-01
3644 +8.278888294e+03 +8.278888294e+03 +8.108688294e+03 +8.108688294e+03 -1.4695e+00 -1.9521e+00 -1.4365e+00 +3.3381e+00 +4.2751e+00 -2.4476e-01 -5.7384e-01 +7.1843e-01 -1.4455e+00 +2.7237e+00 -8.9693e-01 +1.5571e-01 -2.0912e+00 -5.8877e-01 -1.2891e+00 -1.3669e+00 -1.4155e+00 +3.3056e+00 +1.3656e+00 +3.7049e-01
3681 +8.090949297e+03 +8.090949297e+03 +7.920749297e+03 +7.920749297e+03 -1.4736e+00 -1.9582e+00 -1.4125e+00 +3.3453e+00 +4.2648e+00 -2.4672e-01 -5.6820e-01 +7.2281e-01 -1.4511e+00 +2.7376e+00 -8.7879e-01 +1.4152e-01 -2.0908e+00 -5.9180e-01 -1.3305e+00 -1.3582e+00 -1.4126e+00 +3.3168e+00 +1.3532e+00 +3.7069e-01
3696 +7.935471597e+03 +7.935471597e+03 +7.765271597e+03 +7.765271597e+03 -1.4717e+00 -1.9695e+00 -1.4042e+00 +3.3527e+00 +4.2850e+00 -2.6136e-01 -5.7172e-01 +7.2361e-01 -1.4577e+00 +2.7480e+00 -8.8272e-01 +1.5020e-01 -2.0889e+00 -5.8774e-01 -1.3064e+00 -1.3609e+00 -1.4081e+00 +3.3252e+00 +1.3852e+00 +3.8218e-01
3754 +7.747145415e+03 +7.747145415e+03 +7.576945415e+03 +7.576945415e+03 -1.4715e+00 -1.9717e+00 -1.3982e+00 +3.3503e+00 +4.2675e+00 -2.5237e-01 -5.6462e-01 +7.2394e-01 -1.4612e+00 +2.7583e+00 -8.9128e-01 +1.4282e-01 -2.0961e+00 -5.9100e-01 -1.3013e+00 -1.3552e+00 -1.4328e+00 +3.3374e+00 +1.3908e+00 +3.6268e-01
3782 +7.578946422e+03 +7.578946422e+03 +7.408746422e+03 +7.408746422e+03 -1.4798e+00 -1.9687e+00 -1.4159e+00 +3.3434e+00 +4.2638e+00 -2.4392e-01 -5.6793e-01 +7.2003e-01 -1.4905e+00 +2.7669e+00 -8.8975e-01 +1.4377e-01 -2.0935e+00 -6.0054e-01 -1.3128e+00 -1.3508e+00 -1.4329e+00 +3.3659e+00 +1.4029e+00 +3.6676e-01
3796 +7.379879973e+03 +7.379879973e+03 +7.209679973e+03 +7.209679973e+03 -1.4862e+00 -1.9757e+00 -1.4062e+00 +3.3504e+00 +4.2642e+00 -2.5232e-01 -5.6784e-01 +7.1536e-01 -1.5093e+00 +2.7782e+00 -8.9479e-01 +1.3989e-01 -2.0955e+00 -6.0952e-01 -1.2955e+00 -1.3471e+00 -1.4239e+00 +3.3611e+00 +1.4248e+00 +3.7452e-01
3828 +7.113671815e+03 +7.113671815e+03 +6.943471815e+03 +6.943471815e+03 -1.4705e+00 -1.9943e+00 -1.4022e+00 +3.3445e+00 +4.2595e+00 -2.4193e-01 -5.6831e-01 +7.3413e-01 -1.5105e+00 +2.7970e+00 -9.0072e-01 +1.4100e-01 -2.0988e+00 -6.2687e-01 -1.3052e+00 -1.3409e+00 -1.4330e+00 +3.4142e+00 +1.4516e+00 +3.7643e-01
3847 +7.030427538e+03 +7.030427538e+03 +6.860227538e+03 +6.860227538e+03 -1.4888e+00 -2.0001e+00 -1.4000e+00 +3.3406e+00 +4.2535e+00 -2.3758e-01 -5.6904e-01 +7.2760e-01 -1.5106e+00 +2.8132e+00 -9.0810e-01 +1.4799e-01 -2.1026e+00 -6.2570e-01 -1.3294e+00 -1.3425e+00 -1.4381e+00 +3.4139e+00 +1.4528e+00 +3.6888e-01
3889 +6.880527199e+03 +6.880527199e+03 +6.710327199e+03 +6.710327199e+03 -1.4691e+00 -2.0006e+00 -1.3785e+00 +3.3488e+00 +4.2693e+00 -2.6109e-01 -5.6641e-01 +7.0951e-01 -1.5025e+00 +2.8163e+00 -9.0488e-01 +1.4655e-01 -2.1112e+00 -6.3241e-01 -1.3086e+00 -1.3436e+00 -1.4396e+00 +3.4266e+00 +1.4646e+00 +3.6649e-01
3922 +6.436769527e+03 +6.436769527e+03 +6.266569527e+03 +6.266569527e+03 -1.4910e+00 -2.0143e+00 -1.3680e+00 +3.3531e+00 +4.2560e+00 -3.0052e-01 -5.6193e-01 +7.1555e-01 -1.5614e+00 +2.8217e+00 -8.9034e-01 +1.4609e-01 -2.1268e+00 -6.5304e-01 -1.3220e+00 -1.3493e+00 -1.4413e+00 +3.4795e+00 +1.5122e+00 +3.5814e-01
3964 +6.276393995e+03 +6.276393995e+03 +6.106193995e+03 +6.106193995e+03 -1.4903e+00 -1.9545e+00 -1.4134e+00 +3.3492e+00 +4.2531e+00 -2.8348e-01 -5.6111e-01 +7.2982e-01 -1.6256e+00 +2.8354e+00 -9.0415e-01 +1.3879e-01 -2.1418e+00 -6.3249e-01 -1.3356e+00 -1.3225e+00 -1.4377e+00 +3.4576e+00 +1.5490e+00 +3.7311e-01
3981 +6.135994947e+03 +6.135994947e+03 +5.965794947e+03 +5.965794947e+03 -1.5293e+00 -1.9853e+00 -1.4151e+00 +3.3452e+00 +4.2639e+00 -2.8756e-01 -5.6249e-01 +7.2670e-01 -1.6354e+00 +2.8304e+00 -8.9610e-01 +1.3656e-01 -2.1474e+00 -6.5195e-01 -1.3529e+00 -1.3179e+00 -1.4389e+00 +3.4628e+00 +1.5663e+00 +3.4918e-01
3992 +6.003812893e+03 +6.003812893e+03 +5.833612893e+03 +5.833612893e+03 -1.5395e+00 -1.9686e+00 -1.4113e+00 +3.3525e+00 +4.2602e+00 -2.8985e-01 -5.5925e-01 +7.3527e-01 -1.6514e+00 +2.8399e+00 -8.8444e-01 +1.3947e-01 -2.1545e+00 -6.4897e-01 -1.3357e+00 -1.3274e+00 -1.4423e+00 +3.4742e+00 +1.6114e+00 +3.5177e-01
4038 +5.884199486e+03 +5.884199486e+03 +5.713999486e+03 +5.713999486e+03 -1.5336e+00 -1.9796e+00 -1.4232e+00 +3.3403e+00 +4.2758e+00 -3.1088e-01 -5.5258e-01 +7.4482e-01 -1.6507e+00 +2.8627e+00 -8.8773e-01 +1.4665e-01 -2.1761e+00 -6.4667e-01 -1.3835e+00 -1.2860e+00 -1.4512e+00 +3.5346e+00 +1.6102e+00 +3.6102e-01
4073 +5.742412973e+03 +5.742412973e+03 +5.572212973e+03 +5.572212973e+03 -1.5178e+00 -2.0210e+00 -1.4165e+00 +3.3594e+00 +4.2810e+00 -2.8070e-01 -5.5739e-01 +7.2979e-01 -1.6653e+00 +2.8941e+00 -8.7805e-01 +1.3275e-01 -2.1604e+00 -6.6143e-01 -1.3736e+00 -1.3334e+00 -1.4605e+00 +3.6079e+00 +1.6993e+00 +3.5275e-01
4097 +5.593988442e+03 +5.593988442e+03 +5.423788442e+03 +5.423788442e+03 -1.5105e+00 -2.0210e+00 -1.4273e+00 +3.3472e+00 +4.2690e+00 -3.1177e-01 -5.5883e-01 +7.5464e-01 -1.6755e+00 +2.8771e+00 -8.7601e-01 +1.2820e-01 -2.1544e+00 -6.6431e-01 -1.3778e+00 -1.3271e+00 -1.4452e+00 +3.6332e+00 +1.6497e+00 +3.7776e-01
4238 +5.476379114e+03 +5.476379114e+03 +5.306179114e+03 +5.306179114e+03 -1.5724e+00 -2.0419e+00 -1.3835e+00 +3.3501e+00 +4.2520e+00 -3.3866e-01 -5.5975e-01 +7.5620e-01 -1.6562e+00 +2.9034e+00 -8.2598e-01 +1.1069e-01 -2.1642e+00 -6.6321e-01 -1.4135e+00 -1.3084e+00 -1.4506e+00 +3.6093e+00 +1.5750e+00 +3.6911e-01
4251 +5.359082183e+03 +5.359082183e+03 +5.188882183e+03 +5.188882183e+03 -1.5808e+00 -2.0226e+00 -1.3758e+00 +3.3474e+00 +4.2529e+00 -3.6147e-01 -5.6321e-01 +7.6453e-01 -1.6796e+00 +2.9157e+00 -8.0947e-01 +1.0900e-01 -2.1710e+00 -6.4864e-01 -1.3988e+00 -1.3001e+00 -1.4467e+00 +3.6356e+00 +1.6045e+00 +3.7286e-01
4452 +5.220802419e+03 +5.220802419e+03 +5.050602419e+03 +5.050602419e+03 -1.7320e+00 -2.0979e+00 -1.3692e+00 +3.3631e+00 +4.2498e+00 -3.5861e-01 -5.6120e-01 +7.4449e-01 -1.7685e+00 +2.9615e+00 -7.9600e-01 +1.3377e-01 -2.1478e+00 -6.6266e-01 -1.4577e+00 -1.2860e+00 -1.4505e+00 +3.6776e+00 +1.7604e+00 +3.7933e-01
4556 +5.124435731e+03 +5.124435731e+03 +4.954235731e+03 +4.954235731e+03 -1.7517e+00 -2.0623e+00 -1.3846e+00 +3.3293e+00 +4.2367e+00 -3.7662e-01 -5.6610e-01 +7.4437e-01 -1.7460e+00 +2.9641e+00 -8.0782e-01 +1.3666e-01 -2.1761e+00 -7.0918e-01 -1.4705e+00 -1.3034e+00 -1.4518e+00 +3.7344e+00 +1.7596e+00 +3.9501e-01
4627 +4.982981184e+03 +4.982981184e+03 +4.812781184e+03 +4.812781184e+03 -1.7721e+00 -2.0668e+00 -1.3871e+00 +3.3357e+00 +4.2448e+00 -3.8908e-01 -5.6676e-01 +7.5035e-01 -1.7523e+00 +2.9803e+00 -8.0381e-01 +1.5248e-01 -2.1733e+00 -6.9047e-01 -1.4289e+00 -1.3018e+00 -1.4592e+00 +3.7424e+00 +1.8333e+00 +3.8840e-01
4649 +4.882154366e+03 +4.882154366e+03 +4.711954366e+03 +4.711954366e+03 -1.7736e+00 -2.0716e+00 -1.3872e+00 +3.3376e+00 +4.2374e+00 -4.0143e-01 -5.6336e-01 +7.4766e-01 -1.7740e+00 +2.9903e+00 -7.9449e-01 +1.5381e-01 -2.1749e+00 -6.8449e-01 -1.4233e+00 -1.2961e+00 -1.4610e+00 +3.7437e+00 +1.8159e+00 +3.8382e-01
4753 +4.775134188e+03 +4.775134188e+03 +4.604934188e+03 +4.604934188e+03 -1.8049e+00 -2.0886e+00 -1.3824e+00 +3.3082e+00 +4.2197e+00 -4.0332e-01 -5.5956e-01 +7.5513e-01 -1.8335e+00 +3.0157e+00 -7.9555e-01 +1.6591e-01 -2.1827e+00 -6.8107e-01 -1.4037e+00 -1.2905e+00 -1.4738e+00 +3.7552e+00 +1.8392e+00 +4.0154e-01
4765 +4.646285335e+03 +4.646285335e+03 +4.476085335e+03 +4.476085335e+03 -1.7809e+00 -2.0807e+00 -1.3870e+00 +3.3110e+00 +4.2141e+00 -4.1503e-01 -5.6216e-01 +7.6317e-01 -1.8312e+00 +3.0166e+00 -7.9440e-01 +1.5582e-01 -2.1817e+00 -6.7949e-01 -1.3952e+00 -1.2858e+00 -1.4785e+00 +3.7846e+00 +1.8499e+00 +4.0079e-01
4835 +4.559524570e+03 +4.559524570e+03 +4.389324570e+03 +4.389324570e+03 -1.7734e+00 -2.0703e+00 -1.3863e+00 +3.3067e+00 +4.2144e+00 -4.4367e-01 -5.5699e-01 +7.6564e-01 -1.8561e+00 +3.0336e+00 -7.8597e-01 +1.4839e-01 -2.1842e+00 -6.7291e-01 -1.4018e+00 -1.2844e+00 -1.4742e+00 +3.8041e+00 +1.9110e+00 +3.9961e-01
4932 +4.459301566e+03 +4.459301566e+03 +4.289101566e+03 +4.289101566e+03 -1.7542e+00 -2.0733e+00 -1.3879e+00 +3.3071e+00 +4.2048e+00 -4.5955e-01 -5.5353e-01 +7.5790e-01 -1.8669e+00 +3.0532e+00 -7.8552e-01 +1.5039e-01 -2.1982e+00 -6.7394e-01 -1.3832e+00 -1.2881e+00 -1.4752e+00 +3.8494e+00 +1.8883e+00 +4.0513e-01
5087 +4.364655350e+03 +4.364655350e+03 +4.194455350e+03 +4.194455350e+03 -1.7812e+00 -2.0880e+00 -1.3924e+00 +3.3104e+00 +4.1924e+00 -4.8394e-01 -5.5279e-01 +7.5776e-01 -1.9063e+00 +3.0882e+00 -7.7965e-01 +1.4885e-01 -2.2143e+00 -6.7718e-01 -1.3463e+00 -1.2963e+00 -1.4792e+00 +3.9172e+00 +1.9542e+00 +4.0332e-01
5247 +4.261981453e+03 +4.261981453e+03 +4.091781453e+03 +4.091781453e+03 -1.7961e+00 -2.0857e+00 -1.3868e+00 +3.3280e+00 +4.1918e+00 -5.0239e-01 -5.5321e-01 +7.5898e-01 -1.9618e+00 +3.1308e+00 -7.7641e-01 +1.5486e-01 -2.2097e+00 -6.7582e-01 -1.3686e+00 -1.2935e+00 -1.4784e+00 +3.9678e+00 +2.0100e+00 +4.0358e-01
5388 +4.150353197e+03 +4.150353197e+03 +3.980153197e+03 +3.980153197e+03 -1.7703e+00 -2.0835e+00 -1.3925e+00 +3.3319e+00 +4.1710e+00 -5.2064e-01 -5.5388e-01 +7.8806e-01 -1.9484e+00 +3.1795e+00 -7.7116e-01 +1.7367e-01 -2.2115e+00 -6.7225e-01 -1.3832e+00 -1.2952e+00 -1.4763e+00 +4.0144e+00 +2.0259e+00 +3.9020e-01
5604 +4.070743863e+03 +4.070743863e+03 +3.900543863e+03 +3.900543863e+03 -1.7636e+00 -2.0705e+00 -1.3932e+00 +3.3360e+00 +4.1980e+00 -5.7597e-01 -5.4924e-01 +7.9073e-01 -1.9582e+00 +3.1842e+00 -7.5831e-01 +1.6725e-01 -2.2097e+00 -6.8658e-01 -1.3644e+00 -1.2815e+00 -1.4750e+00 +4.0676e+00 +2.0831e+00 +3.8479e-01
5667 +3.980513569e+03 +3.980513569e+03 +3.810313569e+03 +3.810313569e+03 -1.7400e+00 -2.0859e+00 -1.3945e+00 +3.3435e+00 +4.1933e+00 -5.7583e-01 -5.4942e-01 +8.0089e-01 -1.9533e+00 +3.2052e+00 -7.5196e-01 +1.7733e-01 -2.2146e+00 -6.8390e-01 -1.3535e+00 -1.2867e+00 -1.4779e+00 +4.1144e+00 +2.1259e+00 +3.8252e-01
6020 +3.889603184e+03 +3.889603184e+03 +3.719403184e+03 +3.719403184e+03 -1.7506e+00 -2.0513e+00 -1.3753e+00 +3.3419e+00 +4.1959e+00 -6.3778e-01 -5.5624e-01 +7.9543e-01 -2.0128e+00 +3.2278e+00 -7.3941e-01 +1.8211e-01 -2.2019e+00 -6.6658e-01 -1.3105e+00 -1.2731e+00 -1.4833e+00 +4.1174e+00 +2.1577e+00 +3.7406e-01
6100 +3.794371466e+03 +3.794371466e+03 +3.624171466e+03 +3.624171466e+03 -1.7554e+00 -2.0479e+00 -1.3660e+00 +3.3419e+00 +4.1952e+00 -6.5497e-01 -5.5495e-01 +8.0053e-01 -2.0512e+00 +3.2352e+00 -7.4120e-01 +1.9053e-01 -2.2053e+00 -6.8031e-01 -1.3176e+00 -1.2777e+00 -1.4820e+00 +4.1379e+00 +2.1851e+00 +3.6307e-01
6243 +3.713993762e+03 +3.713993762e+03 +3.543793762e+03 +3.543793762e+03 -1.7418e+00 -2.0272e+00 -1.3622e+00 +3.3414e+00 +4.2008e+00 -6.8455e-01 -5.5317e-01 +8.1056e-01 -2.1300e+00 +3.2352e+00 -7.2381e-01 +1.8432e-01 -2.2025e+00 -6.7660e-01 -1.3049e+00 -1.2674e+00 -1.4796e+00 +4.1513e+00 +2.2233e+00 +3.5471e-01
