% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1367 +8.021156854e+01 +8.021156854e+01 +2.123915685e+02 +2.123915685e+02 -2.8125e+00 +3.4348e+00 +7.8196e-01 -1.1045e+00 -1.6871e+00 +4.7287e-01 -1.6245e+00 -1.7904e+00 -2.3257e-01 +9.7764e-01 +2.4288e-01 +2.5709e+00 -1.5239e+00 +2.8345e+00 -4.0126e+00 +2.3774e+00 +2.1220e+00 +3.4552e+00 -6.3393e-01 +2.6111e+00
1394 +7.721459741e+01 +7.721459741e+01 +2.093945974e+02 +2.093945974e+02 -2.7939e+00 +3.3797e+00 +7.6870e-01 -1.0682e+00 -1.6711e+00 +4.4759e-01 -1.6430e+00 -1.8029e+00 -2.1198e-01 +9.3973e-01 +2.6832e-01 +2.5239e+00 -1.5123e+00 +2.8360e+00 -4.0121e+00 +2.3732e+00 +2.1229e+00 +3.4630e+00 -6.3954e-01 +2.6033e+00
1522 +7.560583882e+01 +7.560583882e+01 +2.077858388e+02 +2.077858388e+02 -2.7240e+00 +3.4046e+00 +7.8003e-01 -1.0579e+00 -1.6913e+00 +3.8093e-01 -1.6005e+00 -1.8573e+00 -2.1597e-01 +9.7229e-01 +2.4037e-01 +2.5027e+00 -1.4800e+00 +2.8478e+00 -3.9798e+00 +2.3617e+00 +2.1205e+00 +3.4558e+00 -6.3215e-01 +2.5658e+00
1550 +7.366716237e+01 +7.366716237e+01 +2.058471624e+02 +2.058471624e+02 -2.7530e+00 +3.4022e+00 +7.6529e-01 -1.0711e+00 -1.6271e+00 +3.9352e-01 -1.6468e+00 -1.7833e+00 -2.3427e-01 +9.6774e-01 +2.6105e-01 +2.5073e+00 -1.4603e+00 +2.8253e+00 -4.0072e+00 +2.3793e+00 +2.1126e+00 +3.4730e+00 -6.4673e-01 +2.5768e+00
1571 +7.244137381e+01 +7.244137381e+01 +2.046213738e+02 +2.046213738e+02 -2.7528e+00 +3.4015e+00 +7.5278e-01 -1.0530e+00 -1.6215e+00 +3.7931e-01 -1.6142e+00 -1.8190e+00 -2.3912e-01 +9.7603e-01 +2.4161e-01 +2.5067e+00 -1.4816e+00 +2.8460e+00 -4.0214e+00 +2.3503e+00 +2.1233e+00 +3.4668e+00 -6.5942e-01 +2.5824e+00
2075 +7.078589936e+01 +7.078589936e+01 +2.029658994e+02 +2.029658994e+02 -2.7673e+00 +3.4042e+00 +7.3452e-01 -1.0636e+00 -1.6245e+00 +3.6535e-01 -1.5874e+00 -1.8068e+00 -2.2860e-01 +9.6725e-01 +2.2120e-01 +2.5126e+00 -1.4640e+00 +2.8329e+00 -3.9986e+00 +2.3504e+00 +2.1139e+00 +3.4599e+00 -6.6382e-01 +2.5704e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.053710624e+02 +7.053710624e+02 +1.705371062e+03 +1.705371062e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
6 +6.818368508e+02 +6.818368508e+02 +1.681836851e+03 +1.681836851e+03 -2.0252e-01 +2.9146e-01 -1.6153e-02 -4.7173e-02 -1.5898e-01 -2.0416e-01 +6.0830e-03 +1.6012e-02 +2.9909e-01 +2.5110e-01 -4.9615e-02 -1.9122e-01 +3.5225e-02 +1.1299e-02 -3.4576e-02 +2.4349e-01 -2.4484e-02 -2.8556e-01 +2.6655e-01 +1.9181e-01
8 +6.411565021e+02 +6.411565021e+02 +1.641156502e+03 +1.641156502e+03 +4.6949e-01 +3.6406e-01 +2.7685e-01 +5.8048e-01 +3.8597e-02 +1.9918e-01 -1.2607e-01 -2.9487e-01 +2.5798e-01 -4.4796e-04 -2.7298e-01 +1.1804e-01 -4.9836e-02 +6.5138e-03 -2.6077e-01 +1.7314e-02 +3.9733e-02 +1.4699e-01 +2.2175e-01 -2.1193e-01
16 +6.119351530e+02 +6.119351530e+02 +1.611935153e+03 +1.611935153e+03 +6.9169e-01 +1.9658e-01 +2.7183e-01 +4.5000e-02 -1.9814e-02 -3.9093e-02 -3.0682e-01 -1.6421e-01 -3.7585e-01 +4.1840e-01 -8.1554e-02 +2.6258e-01 -2.2660e-01 +1.0329e-01 -2.4283e-01 -1.9520e-02 -1.1813e-01 -5.1646e-02 +7.3878e-02 -2.3754e-01
23 +5.920777889e+02 +5.920777889e+02 +1.592077789e+03 +1.592077789e+03 +5.5799e-01 +4.5375e-01 -3.1154e-01 +3.3537e-01 +1.9556e-01 -8.5536e-02 -2.2147e-01 -3.7354e-01 +5.7997e-02 +3.4940e-01 -2.6209e-01 -7.8994e-02 -2.0668e-01 +4.7180e-01 -5.1202e-01 +1.2406e-01 -1.3019e-01 -2.2306e-01 -1.0831e-01 -5.7862e-01
30 +5.753483489e+02 +5.753483489e+02 +1.575348349e+03 +1.575348349e+03 +5.3148e-01 +4.3676e-01 -5.0790e-01 +1.6414e-01 -9.8139e-02 +4.1920e-01 +2.7310e-01 -3.9722e-01 +2.5816e-01 +4.7304e-01 -2.9291e-01 +1.3414e-01 -3.2410e-01 +3.3319e-01 -5.3637e-01 +1.2870e-01 -2.9257e-02 -3.2755e-01 +3.0176e-01 -2.7860e-01
33 +5.307917884e+02 +5.307917884e+02 +1.530791788e+03 +1.530791788e+03 +6.2092e-01 +6.9681e-01 -6.0450e-01 +5.4714e-01 -6.4478e-01 +3.8441e-01 +1.3480e-01 -4.0676e-01 +2.2083e-01 +2.9953e-01 -2.9968e-01 +2.6739e-01 -2.7619e-01 +1.7349e-01 -2.6119e-01 +9.5949e-02 -4.9431e-01 +1.3091e-01 +5.5924e-02 -4.3181e-01
87 +4.827186443e+02 +4.827186443e+02 +1.482718644e+03 +1.482718644e+03 +1.0136e+00 -3.5895e-01 -8.3700e-01 -3.1479e-01 -6.0603e-01 +5.6708e-01 +6.8205e-01 -2.4186e-01 -2.5290e-01 -1.0720e-02 -8.1314e-01 +3.6846e-01 +3.3060e-01 +3.7959e-01 +7.2533e-02 -6.8042e-01 -8.7850e-01 +1.1757e-01 +3.6534e-01 -2.3729e-01
99 +4.688773161e+02 +4.688773161e+02 +1.468877316e+03 +1.468877316e+03 +6.9719e-01 -2.0442e-01 -1.2793e+00 -2.4680e-01 -3.8025e-01 +1.3074e+00 +9.8441e-01 -1.4324e-01 -7.1164e-01 -4.1706e-01 -7.8325e-01 +2.3197e-01 +3.2400e-01 +1.1355e+00 +2.3975e-01 -6.2243e-01 -1.8100e+00 +3.0567e-01 +4.4926e-01 -2.1416e-01
110 +4.396732107e+02 +4.396732107e+02 +1.439673211e+03 +1.439673211e+03 +1.2721e-01 -3.0006e-01 -6.8180e-01 -6.8412e-02 -6.1278e-01 +1.1313e+00 +3.5425e-01 -3.8099e-01 -1.1153e+00 -6.0431e-02 -8.8084e-01 +2.6465e-01 +6.6595e-01 +8.4232e-01 +4.4333e-01 -6.4403e-01 -1.5230e+00 -9.4313e-02 +2.7620e-01 -1.6649e-01
114 +3.770389908e+02 +3.770389908e+02 +1.377038991e+03 +1.377038991e+03 +8.0372e-01 -2.5541e-02 -5.2563e-01 -5.2724e-02 -6.5149e-02 +1.4200e+00 +5.3946e-01 -4.1807e-01 -9.8116e-01 -5.6274e-01 -1.1682e+00 +2.4650e-01 +8.3625e-01 +1.4529e+00 -7.8232e-02 -2.3538e-01 -1.7519e+00 +9.6416e-02 +3.9915e-01 -4.8949e-01
176 +3.690071198e+02 +3.690071198e+02 +1.369007120e+03 +1.369007120e+03 +1.6888e+00 +3.2078e-01 -6.7506e-01 -4.1214e-01 +1.5972e-01 +1.9281e+00 -2.4375e-01 +2.7804e-02 -8.7229e-01 -1.2127e+00 -1.2484e+00 +3.4646e-01 +1.4001e+00 +3.0970e+00 -9.8598e-01 -7.7347e-01 -3.1433e+00 +7.9453e-01 +8.1507e-01 -5.7040e-01
183 +3.561165204e+02 +3.561165204e+02 +1.356116520e+03 +1.356116520e+03 +2.5607e-01 +1.9999e-01 -1.0291e+00 -4.1332e-01 +4.6457e-01 +2.6751e+00 -2.9349e-01 +3.1393e-01 -1.1493e+00 -1.1536e+00 -1.3833e+00 +4.9193e-01 +1.5413e+00 +2.4526e+00 -7.9844e-01 -6.9116e-01 -2.9932e+00 +5.0514e-01 +1.2832e+00 -8.0752e-01
219 +3.234685559e+02 +3.234685559e+02 +1.323468556e+03 +1.323468556e+03 +5.2174e-01 -2.3884e-01 -4.7830e-01 -5.3945e-01 +1.1706e+00 +2.0782e+00 +7.2639e-02 +9.1768e-02 -8.1031e-01 -5.2066e-01 -1.0234e+00 -9.0144e-02 +1.1755e+00 +2.5734e+00 +2.8576e-01 +1.7016e-01 -3.1960e+00 +1.1561e+00 +2.6551e+00 -1.3010e+00
245 +3.063995233e+02 +3.063995233e+02 +1.306399523e+03 +1.306399523e+03 +4.2945e-01 -3.6446e-01 +2.4869e-01 -3.8402e-01 +1.4064e+00 +3.1077e+00 +3.1092e-01 +1.4909e-02 -3.9110e-01 -1.0953e+00 -1.8370e+00 +3.7203e-01 +2.4735e-01 +2.4103e+00 +2.4745e-01 +8.4283e-03 -2.0758e+00 +1.1764e+00 +1.6498e+00 -2.0675e-02
324 +2.959409332e+02 +2.959409332e+02 +1.295940933e+03 +1.295940933e+03 -1.3071e-01 +2.1017e-02 +2.4778e-01 -1.9384e-01 +1.0970e+00 +2.1215e+00 -4.5243e-01 +8.8869e-01 -8.2217e-01 +4.5916e-01 -1.3625e+00 +2.0336e-01 +5.4215e-01 +3.1443e+00 +5.7044e-01 +1.6262e-01 -2.1094e+00 +5.4609e-01 +2.3958e+00 +1.1467e-02
328 +2.936744953e+02 +2.936744953e+02 +1.293674495e+03 +1.293674495e+03 +4.5768e-01 +3.8250e-01 +1.5247e-01 +3.7382e-01 +1.2661e+00 +1.9914e+00 +1.2444e-01 +8.8314e-01 -8.2892e-01 +2.8443e-01 -1.7677e+00 -1.0056e-01 +5.8938e-01 +3.2792e+00 +3.4061e-01 +1.8626e-01 -2.8134e+00 +6.3576e-01 +2.6854e+00 -9.5512e-02
351 +2.726013062e+02 +2.726013062e+02 +1.272601306e+03 +1.272601306e+03 -3.4652e-01 +1.0284e+00 +1.1594e-01 +5.2798e-01 +1.3891e+00 +2.8134e+00 -3.3611e-01 +6.4574e-01 -4.7489e-01 +1.5674e+00 -1.5223e+00 -1.0755e-01 +4.4872e-01 +3.2316e+00 -1.2305e-01 +4.1819e-02 -2.2518e+00 +8.6153e-01 +2.0384e+00 +2.9383e-01
361 +2.318516034e+02 +2.318516034e+02 +1.231851603e+03 +1.231851603e+03 -2.1153e-01 +1.4914e+00 +6.9648e-02 +3.9848e-01 +1.0490e+00 +2.4406e+00 -3.4490e-01 +5.6631e-01 -1.2651e+00 +1.0963e+00 -1.6690e+00 +2.4843e-01 +4.3374e-01 +3.1339e+00 +2.9613e-01 -2.3804e-01 -2.8016e+00 +1.3761e+00 +2.1099e+00 +9.5155e-02
435 +2.071196578e+02 +2.071196578e+02 +1.207119658e+03 +1.207119658e+03 +5.3765e-01 +1.5778e+00 +8.4241e-02 +6.9759e-02 +6.4590e-01 +2.6108e+00 -4.6283e-01 +3.1132e-01 -2.3081e+00 +4.7620e-01 -1.1199e+00 +7.3605e-01 -6.8359e-01 +4.3754e+00 -6.8570e-02 -1.0386e+00 -2.8739e+00 +1.9582e+00 +2.0940e+00 -4.4025e-01
515 +2.027426116e+02 +2.027426116e+02 +1.202742612e+03 +1.202742612e+03 -3.9662e-01 +4.2240e+00 +2.5161e-02 -1.6174e-01 +3.6569e-01 +2.7528e+00 -1.8402e-01 +1.6033e-01 -2.6337e+00 +1.4185e+00 -1.6763e+00 +7.8039e-01 -4.1737e-01 +4.5066e+00 -1.1487e+00 -1.2268e+00 -3.5638e+00 +1.8872e+00 +2.0904e+00 +8.0420e-03
635 +1.992279590e+02 +1.992279590e+02 +1.199227959e+03 +1.199227959e+03 -3.3262e-01 +4.6760e+00 +8.5955e-01 +1.2326e+00 +6.0730e-01 +2.9833e+00 -1.0143e+00 +2.0909e-01 -3.6807e+00 +2.1657e+00 -3.0821e+00 +1.7828e+00 -3.9086e-01 +4.3739e+00 -1.7341e-01 -1.8726e-01 -3.2989e+00 +9.0249e-01 +6.5500e-01 +1.5186e-01
736 +1.946367960e+02 +1.946367960e+02 +1.194636796e+03 +1.194636796e+03 -4.5316e-01 +4.3782e+00 +3.1041e-01 +2.4120e+00 +1.1410e-01 +3.7546e+00 -9.3882e-01 +6.3948e-01 -3.3576e+00 +4.0215e+00 -3.2792e+00 +1.3855e+00 +5.6463e-01 +3.6833e+00 -2.5128e-01 +3.3178e-01 -2.8046e+00 +2.1354e+00 +6.9698e-01 -2.4184e-01
738 +1.763457182e+02 +1.763457182e+02 +1.176345718e+03 +1.176345718e+03 -6.9479e-01 +4.2570e+00 +2.6395e-01 +2.3489e+00 +2.0997e-01 +3.6035e+00 -1.1638e+00 +2.7821e-01 -3.4381e+00 +3.7131e+00 -3.2257e+00 +1.3685e+00 +6.7507e-01 +3.5941e+00 -3.0849e-01 +2.3631e-01 -3.2167e+00 +1.8897e+00 +8.8972e-01 -5.5300e-01
1002 +1.639417357e+02 +1.639417357e+02 +1.163941736e+03 +1.163941736e+03 +4.7739e-01 +3.2292e+00 +3.3066e-01 +1.9282e+00 -3.8827e-01 +3.7182e+00 -2.6174e+00 -1.0034e+00 -3.3387e+00 +2.7296e+00 -1.7334e+00 +1.3841e+00 +6.8347e-01 +3.5484e+00 +6.9148e-01 +9.8080e-01 -3.6021e+00 +3.0819e+00 +1.5283e+00 +1.5019e+00
1087 +1.362947717e+02 +1.362947717e+02 +1.136294772e+03 +1.136294772e+03 +8.7998e-01 +3.3274e+00 +7.3581e-02 +1.8836e+00 -2.6626e-01 +2.9699e+00 -2.5132e+00 -1.7225e+00 -3.6410e+00 +2.4262e+00 -1.6911e+00 +1.1836e+00 +3.0255e-01 +3.5161e+00 +3.1517e-01 +1.0512e+00 -4.6844e+00 +2.9267e+00 +1.6004e+00 +1.3156e+00
1388 +1.302141501e+02 +1.302141501e+02 +1.130214150e+03 +1.130214150e+03 +5.2393e-01 +3.2908e+00 -6.2663e-01 +2.6530e+00 -4.1703e-01 +2.8918e+00 -2.5148e+00 -2.2907e+00 -3.5686e+00 +1.6975e+00 -1.6986e+00 +1.4442e+00 +1.3265e-01 +3.8891e+00 +4.0742e-01 +1.0735e+00 -4.3762e+00 +3.0402e+00 +8.4017e-01 +1.5807e+00
1401 +1.144056766e+02 +1.144056766e+02 +1.114405677e+03 +1.114405677e+03 +5.4026e-01 +3.1853e+00 -6.3519e-01 +2.7104e+00 -4.3982e-01 +2.9347e+00 -2.4370e+00 -2.2841e+00 -3.5845e+00 +1.7282e+00 -1.7283e+00 +1.3622e+00 +1.7307e-01 +3.8532e+00 +3.9186e-01 +9.8739e-01 -4.4243e+00 +3.0171e+00 +9.5625e-01 +1.7701e+00
1408 +1.022483210e+02 +1.022483210e+02 +1.102248321e+03 +1.102248321e+03 +6.3753e-01 +3.2930e+00 -6.3760e-01 +2.8068e+00 -4.2952e-01 +2.9360e+00 -2.4433e+00 -2.2589e+00 -3.5954e+00 +1.7242e+00 -1.7166e+00 +1.3293e+00 +2.1134e-01 +3.9814e+00 +3.0345e-01 +1.0424e+00 -4.3602e+00 +3.0146e+00 +9.5300e-01 +1.9310e+00
1436 +8.454484484e+01 +8.454484484e+01 +1.084544845e+03 +1.084544845e+03 +7.9501e-01 +3.3480e+00 -6.0531e-01 +2.8951e+00 -4.1119e-01 +2.8414e+00 -2.4412e+00 -2.4192e+00 -3.6553e+00 +1.7917e+00 -1.7643e+00 +1.2934e+00 +2.2854e-01 +3.6652e+00 +4.1540e-01 +1.0247e+00 -4.4252e+00 +3.0055e+00 +9.8703e-01 +1.7455e+00
1554 +8.155466010e+01 +8.155466010e+01 +1.081554660e+03 +1.081554660e+03 +5.7000e-01 +3.3894e+00 -6.5046e-01 +2.9951e+00 -4.1015e-01 +2.8140e+00 -2.4893e+00 -2.3085e+00 -3.6076e+00 +1.7981e+00 -1.6876e+00 +1.3602e+00 +2.6840e-01 +3.5518e+00 +3.5386e-01 +1.0192e+00 -4.3729e+00 +2.9944e+00 +1.3334e+00 +1.5852e+00
1587 +7.539509411e+01 +7.539509411e+01 +1.075395094e+03 +1.075395094e+03 +5.1666e-01 +3.2710e+00 -7.0278e-01 +2.8192e+00 -4.4097e-01 +2.8312e+00 -2.3852e+00 -2.3454e+00 -3.5130e+00 +1.8237e+00 -1.7100e+00 +1.3479e+00 +1.9494e-01 +3.6097e+00 +4.0615e-01 +1.0729e+00 -4.3355e+00 +3.0331e+00 +1.3706e+00 +1.6089e+00
1595 +7.247030770e+01 +7.247030770e+01 +1.072470308e+03 +1.072470308e+03 +4.6730e-01 +3.3012e+00 -6.6536e-01 +2.7964e+00 -4.5076e-01 +2.8490e+00 -2.4193e+00 -2.3876e+00 -3.5311e+00 +1.7556e+00 -1.7204e+00 +1.3344e+00 +2.3055e-01 +3.6293e+00 +3.8917e-01 +1.0755e+00 -4.3509e+00 +3.0672e+00 +1.2968e+00 +1.5915e+00
1622 +6.497324990e+01 +6.497324990e+01 +1.064973250e+03 +1.064973250e+03 +5.3827e-01 +3.2625e+00 -7.0117e-01 +2.8260e+00 -4.1208e-01 +2.8002e+00 -2.4779e+00 -2.3636e+00 -3.5812e+00 +1.7961e+00 -1.7325e+00 +1.3417e+00 +2.0647e-01 +3.5805e+00 +4.0887e-01 +1.0614e+00 -4.3855e+00 +3.0587e+00 +1.3025e+00 +1.6226e+00
1639 +6.358090276e+01 +6.358090276e+01 +1.063580903e+03 +1.063580903e+03 +5.8000e-01 +3.3766e+00 -6.7970e-01 +2.8628e+00 -4.4525e-01 +2.8496e+00 -2.4853e+00 -2.4038e+00 -3.5375e+00 +1.7433e+00 -1.7226e+00 +1.3393e+00 +2.1758e-01 +3.6622e+00 +4.2662e-01 +1.0223e+00 -4.3978e+00 +3.0552e+00 +1.2751e+00 +1.6038e+00
1652 +6.305060755e+01 +6.305060755e+01 +1.063050608e+03 +1.063050608e+03 +5.1091e-01 +3.3141e+00 -6.8530e-01 +2.8402e+00 -4.5109e-01 +2.8507e+00 -2.4363e+00 -2.4120e+00 -3.5395e+00 +1.8163e+00 -1.7640e+00 +1.3332e+00 +2.0437e-01 +3.6634e+00 +4.1832e-01 +1.0406e+00 -4.3960e+00 +3.0815e+00 +1.2849e+00 +1.6597e+00
1658 +5.977592470e+01 +5.977592470e+01 +1.059775925e+03 +1.059775925e+03 +5.6311e-01 +3.3593e+00 -6.7495e-01 +2.8828e+00 -4.5901e-01 +2.8184e+00 -2.4123e+00 -2.3948e+00 -3.5291e+00 +1.7730e+00 -1.7312e+00 +1.3256e+00 +2.1610e-01 +3.6567e+00 +4.2246e-01 +1.0427e+00 -4.3939e+00 +3.0763e+00 +1.2930e+00 +1.6123e+00
1662 +5.778482823e+01 +5.778482823e+01 +1.057784828e+03 +1.057784828e+03 +5.1195e-01 +3.3457e+00 -7.0549e-01 +2.8394e+00 -4.3286e-01 +2.8349e+00 -2.4716e+00 -2.3655e+00 -3.5431e+00 +1.7786e+00 -1.7383e+00 +1.3328e+00 +2.1495e-01 +3.6707e+00 +4.3180e-01 +1.0241e+00 -4.3994e+00 +3.0548e+00 +1.3335e+00 +1.6348e+00
1697 +5.613157734e+01 +5.613157734e+01 +1.056131577e+03 +1.056131577e+03 +5.2309e-01 +3.3275e+00 -7.2866e-01 +2.8886e+00 -4.3888e-01 +2.8247e+00 -2.4485e+00 -2.4018e+00 -3.5418e+00 +1.8034e+00 -1.7456e+00 +1.3246e+00 +1.9949e-01 +3.6668e+00 +4.2787e-01 +1.0548e+00 -4.3982e+00 +3.0726e+00 +1.3277e+00 +1.6359e+00
1764 +5.444333382e+01 +5.444333382e+01 +1.054443334e+03 +1.054443334e+03 +5.4044e-01 +3.3113e+00 -7.0517e-01 +2.8465e+00 -4.7692e-01 +2.8196e+00 -2.4724e+00 -2.4052e+00 -3.5650e+00 +1.7667e+00 -1.7349e+00 +1.3338e+00 +1.9283e-01 +3.6616e+00 +4.3344e-01 +1.0494e+00 -4.3842e+00 +3.0471e+00 +1.3334e+00 +1.6206e+00
1776 +5.355140698e+01 +5.355140698e+01 +1.053551407e+03 +1.053551407e+03 +5.2645e-01 +3.3153e+00 -7.1032e-01 +2.8678e+00 -4.5814e-01 +2.8310e+00 -2.4587e+00 -2.4245e+00 -3.5718e+00 +1.7815e+00 -1.7307e+00 +1.3277e+00 +1.9607e-01 +3.6586e+00 +4.1816e-01 +1.0470e+00 -4.3774e+00 +3.0481e+00 +1.3279e+00 +1.6181e+00
1787 +5.191792123e+01 +5.191792123e+01 +1.051917921e+03 +1.051917921e+03 +5.5733e-01 +3.3399e+00 -6.9914e-01 +2.8777e+00 -4.6911e-01 +2.8349e+00 -2.4538e+00 -2.4006e+00 -3.5815e+00 +1.7798e+00 -1.7385e+00 +1.3357e+00 +1.7938e-01 +3.6627e+00 +4.0941e-01 +1.0434e+00 -4.3806e+00 +3.0365e+00 +1.3168e+00 +1.6046e+00
1804 +5.113848225e+01 +5.113848225e+01 +1.051138482e+03 +1.051138482e+03 +5.5476e-01 +3.3299e+00 -7.0973e-01 +2.8456e+00 -4.3936e-01 +2.8367e+00 -2.4498e+00 -2.4032e+00 -3.5835e+00 +1.7622e+00 -1.7420e+00 +1.3344e+00 +1.8867e-01 +3.6689e+00 +4.0154e-01 +1.0503e+00 -4.3926e+00 +3.0399e+00 +1.3296e+00 +1.6134e+00
1841 +5.003756491e+01 +5.003756491e+01 +1.050037565e+03 +1.050037565e+03 +5.7195e-01 +3.3331e+00 -6.9185e-01 +2.8304e+00 -4.5721e-01 +2.8468e+00 -2.4798e+00 -2.4111e+00 -3.5738e+00 +1.7832e+00 -1.7514e+00 +1.3274e+00 +1.8779e-01 +3.6789e+00 +3.9038e-01 +1.0574e+00 -4.3797e+00 +3.0414e+00 +1.3360e+00 +1.6142e+00
1951 +4.885023063e+01 +4.885023063e+01 +1.048850231e+03 +1.048850231e+03 +5.9413e-01 +3.3380e+00 -6.8962e-01 +2.8762e+00 -4.5727e-01 +2.8424e+00 -2.4561e+00 -2.4339e+00 -3.5940e+00 +1.8016e+00 -1.7543e+00 +1.3218e+00 +1.9561e-01 +3.6866e+00 +3.7287e-01 +1.0512e+00 -4.3859e+00 +3.0558e+00 +1.3263e+00 +1.6034e+00
1970 +4.785614857e+01 +4.785614857e+01 +1.047856149e+03 +1.047856149e+03 +5.7467e-01 +3.3191e+00 -6.8177e-01 +2.8765e+00 -4.4562e-01 +2.8442e+00 -2.4691e+00 -2.4246e+00 -3.5992e+00 +1.7905e+00 -1.7447e+00 +1.3148e+00 +1.9972e-01 +3.6681e+00 +3.6544e-01 +1.0480e+00 -4.3806e+00 +3.0542e+00 +1.3222e+00 +1.6073e+00
2137 +4.667144975e+01 +4.667144975e+01 +1.046671450e+03 +1.046671450e+03 +5.8337e-01 +3.3297e+00 -6.6828e-01 +2.8765e+00 -4.0757e-01 +2.8407e+00 -2.4754e+00 -2.4117e+00 -3.5998e+00 +1.7965e+00 -1.7362e+00 +1.3318e+00 +1.9400e-01 +3.6745e+00 +3.6019e-01 +1.0469e+00 -4.3894e+00 +3.0375e+00 +1.3290e+00 +1.5997e+00
2249 +4.562902300e+01 +4.562902300e+01 +1.045629023e+03 +1.045629023e+03 +5.8735e-01 +3.3213e+00 -6.6225e-01 +2.8648e+00 -3.2621e-01 +2.8316e+00 -2.4848e+00 -2.4210e+00 -3.5840e+00 +1.7969e+00 -1.7386e+00 +1.3175e+00 +1.9294e-01 +3.6765e+00 +3.5376e-01 +1.0524e+00 -4.3951e+00 +3.0477e+00 +1.3312e+00 +1.5998e+00
% function evaluation | noise-free fitness - Fopt (-1.846000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.220333241e+02 +8.220333241e+02 +8.035733241e+02 +8.035733241e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +7.815835835e+02 +7.815835835e+02 +7.631235835e+02 +7.631235835e+02 +1.9840e-01 -7.3014e-02 -1.3953e-01 +1.9338e-02 +2.1024e-01 +1.3061e-01 -2.1088e-01 -3.4076e-02 +5.8719e-02 +1.0127e-01 +2.3119e-01 -1.5142e-01 +5.5245e-02 +1.1085e-01 -1.0668e-01 -1.3091e-01 +2.6964e-02 +2.7774e-01 -9.7208e-02 -1.7930e-01
20 +7.760790451e+02 +7.760790451e+02 +7.576190451e+02 +7.576190451e+02 +4.9118e-01 +2.4654e-02 -1.8169e-01 -9.0347e-02 +1.8344e-01 -4.6089e-02 -1.3612e-01 -6.9209e-03 +2.7692e-01 -4.2777e-02 +1.8949e-01 -2.0356e-02 -5.4729e-01 +2.0969e-01 +8.7787e-02 +6.4390e-02 -3.2530e-01 +2.7294e-01 -2.5971e-02 +1.6537e-01
26 +7.580223613e+02 +7.580223613e+02 +7.395623613e+02 +7.395623613e+02 +7.3415e-01 +3.4625e-02 -2.6795e-01 -7.1270e-02 +7.8930e-02 +1.0190e-01 -3.9416e-01 +6.3317e-02 +2.5791e-01 +1.5430e-02 +4.3726e-01 -5.1514e-01 -4.1850e-01 -1.1197e-01 -3.2930e-02 +2.1857e-01 -1.3153e-01 +3.3716e-01 +1.4073e-01 +4.4041e-01
29 +7.074070834e+02 +7.074070834e+02 +6.889470834e+02 +6.889470834e+02 +4.5199e-01 -1.3781e-01 -3.4158e-02 -7.2283e-04 +1.0966e-01 +3.5924e-01 -2.6698e-01 -5.9403e-02 +3.3547e-01 +1.6745e-01 +2.2064e-01 -3.9705e-01 -5.5755e-01 +2.2776e-01 +1.6423e-01 +3.6364e-01 -4.6977e-02 +6.2051e-01 -1.0359e-01 +2.5481e-01
46 +6.655085623e+02 +6.655085623e+02 +6.470485623e+02 +6.470485623e+02 +9.9190e-01 +1.7535e-01 -1.6922e-01 -2.9198e-01 +1.5778e-01 +1.3578e-01 -5.1861e-01 +4.5895e-02 +2.2845e-01 +7.6757e-02 +3.5271e-01 -5.3669e-01 -5.5190e-01 +3.4005e-01 -1.2913e-01 +1.6790e-01 -6.7349e-02 +6.5193e-01 -1.0184e-01 +5.3401e-01
50 +6.537224083e+02 +6.537224083e+02 +6.352624083e+02 +6.352624083e+02 +1.5359e+00 +8.9969e-02 -2.6656e-01 -2.0440e-01 -2.7037e-01 -1.7923e-01 -1.2294e-01 -1.6704e-02 +9.5135e-03 +1.7437e-01 +3.3588e-01 -6.4198e-01 -5.6723e-01 +2.1405e-01 -3.1839e-01 +2.9422e-02 -1.1572e-01 +9.3402e-01 -1.1214e-01 +1.7726e-01
63 +6.340296863e+02 +6.340296863e+02 +6.155696863e+02 +6.155696863e+02 +1.6241e+00 -2.7408e-01 -5.3292e-01 -5.9632e-01 +1.0645e-01 -4.0981e-01 -2.8455e-01 -1.7719e-02 +2.5027e-01 -1.3055e-01 +2.8740e-01 -8.0763e-01 -2.9853e-01 +2.4495e-01 -1.0295e-01 +1.2152e-05 -3.3915e-01 +1.1157e+00 -1.1590e-01 +2.4534e-01
