% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1176 +1.620398767e+02 +1.620398767e+02 +1.126398767e+02 +1.126398767e+02 -4.0177e-02 -3.5836e-01 -1.5749e-01 +6.0161e-01 -9.0458e-01 -1.5042e-01 -1.4123e+00 -5.6703e-01 +6.9873e-02 +2.1351e-01 -7.7233e-01 -7.0471e-01 -1.2754e+00 +2.6492e-03 +9.8751e-01 +9.9977e-02 +1.2245e+00 -1.1656e+00 +2.9258e+00 -2.5586e+00
1359 +1.579252831e+02 +1.579252831e+02 +1.085252831e+02 +1.085252831e+02 -2.2194e-02 -4.1360e-01 -1.5933e-01 +6.3127e-01 -8.9605e-01 -1.6276e-01 -1.4054e+00 -5.7884e-01 +3.2273e-02 +2.2423e-01 -7.6022e-01 -6.9240e-01 -1.2625e+00 +7.4495e-03 +9.9784e-01 +1.0733e-01 +1.2242e+00 -1.1749e+00 +2.9369e+00 -2.5475e+00
% function evaluation | noise-free fitness - Fopt (-5.557000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.789418957e+02 +5.789418957e+02 +5.233718957e+02 +5.233718957e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 +5.183526634e+02 +5.183526634e+02 +4.627826634e+02 +4.627826634e+02 +2.1940e-02 -1.9950e-01 +2.1949e-01 -2.8651e-01 -1.3937e-01 +4.2977e-01 -2.2954e-01 +2.5121e-01 +1.4248e-02 +1.2719e-01 -1.7623e-01 +1.5737e-02 -2.7120e-01 +1.0213e-01 +1.7066e-02 +5.5634e-01 -1.2573e-01 -4.0346e-01 -1.9234e-01 +1.8019e-01
33 +4.992222169e+02 +4.992222169e+02 +4.436522169e+02 +4.436522169e+02 +3.0053e-01 -3.6180e-01 +7.8881e-02 -4.9023e-01 +2.4679e-01 +8.9029e-01 -2.8017e-01 +9.9984e-02 +5.3953e-02 +1.5635e-01 -2.6367e-01 +2.3024e-01 -6.9108e-02 +5.9777e-02 +1.3107e-01 +4.8197e-01 +3.9125e-01 -2.4807e-01 -3.4324e-01 +3.7743e-01
35 +4.853703710e+02 +4.853703710e+02 +4.298003710e+02 +4.298003710e+02 +2.5134e-02 -1.8909e-01 +5.6619e-02 -4.5257e-01 +2.8387e-01 +7.3018e-01 +2.4007e-01 +5.8861e-01 +6.6868e-03 -4.7260e-02 -1.9587e-01 +2.9488e-01 -2.0147e-01 +3.8745e-01 -1.7337e-01 +4.5783e-01 -7.8935e-02 -4.2262e-01 -6.3696e-01 +4.0411e-01
40 +4.538584109e+02 +4.538584109e+02 +3.982884109e+02 +3.982884109e+02 -8.7112e-02 -6.8427e-01 -9.3319e-03 -6.4804e-01 -7.5464e-02 +6.9842e-01 -5.1467e-01 +7.3787e-01 -1.2268e-01 +4.8143e-01 -5.7854e-01 +2.9816e-01 -1.0101e-01 +1.4700e-01 +2.5055e-01 +5.4638e-01 +1.8101e-01 -1.1321e-01 -9.6392e-01 +2.0843e-01
49 +4.171559731e+02 +4.171559731e+02 +3.615859731e+02 +3.615859731e+02 -1.9211e-01 -3.6966e-01 -2.3655e-02 -8.0099e-01 -1.0513e-01 +6.7224e-01 -2.5366e-01 +7.7180e-01 +1.7316e-01 +1.3332e-01 -2.9868e-01 +1.1470e-02 -2.0104e-01 +2.1974e-01 +2.2766e-01 +4.0342e-01 +1.9202e-01 -3.2363e-01 -9.3188e-01 +4.2746e-01
60 +3.521538235e+02 +3.521538235e+02 +2.965838235e+02 +2.965838235e+02 -4.1939e-01 -2.9145e-01 -2.5859e-01 -3.9835e-01 -3.0390e-01 +5.2516e-01 -6.1742e-01 +7.7712e-01 -1.2252e-01 +1.3286e-01 -6.2544e-01 +6.2007e-02 -1.1248e-01 +8.5607e-01 +2.9143e-01 +3.0371e-01 +4.2704e-02 -4.4186e-01 -1.3098e+00 +7.8528e-01
73 +3.125250383e+02 +3.125250383e+02 +2.569550383e+02 +2.569550383e+02 -6.8148e-01 +1.2739e-01 -2.3875e-01 +4.5715e-01 -3.2449e-01 +4.7970e-01 -8.1579e-01 +7.7388e-01 -4.3782e-01 +3.4386e-01 -6.3332e-01 -3.0027e-02 -3.3610e-01 +9.8326e-01 +6.8311e-01 +3.6167e-01 +8.9676e-01 -5.3675e-01 -1.5783e+00 +7.7050e-01
87 +2.902241642e+02 +2.902241642e+02 +2.346541642e+02 +2.346541642e+02 -1.7602e-02 +4.4698e-01 -4.5196e-02 +4.0723e-01 +3.3537e-01 -2.4937e-02 -4.6568e-01 -1.0675e-01 -5.3763e-01 +1.0492e-01 -5.7377e-01 -1.2345e-01 -2.1164e-01 +1.3044e+00 +8.2599e-01 -2.8405e-02 +1.3544e+00 -1.1270e-01 -2.0178e+00 +7.9237e-01
90 +2.557823890e+02 +2.557823890e+02 +2.002123890e+02 +2.002123890e+02 +4.4711e-02 +3.3943e-01 +5.5273e-01 -3.1072e-02 -5.9450e-02 +5.4105e-01 -2.5769e-01 +5.3028e-01 -1.0450e-01 +1.6815e-01 -9.9750e-01 -1.1151e-01 +3.2923e-01 +1.8095e+00 +6.3322e-01 +3.4388e-01 +1.3875e+00 -8.7245e-02 -2.1237e+00 +1.3795e+00
121 +2.501416511e+02 +2.501416511e+02 +1.945716511e+02 +1.945716511e+02 -3.3042e-01 +4.2923e-01 -3.1573e-01 -4.7591e-01 -3.4123e-01 +7.3014e-01 +9.9203e-02 +3.3231e-03 -1.2068e+00 +5.0907e-01 -1.2746e+00 +4.7051e-01 +1.1460e+00 +3.0882e+00 +1.1173e-01 -3.6418e-02 +8.8583e-01 +4.8963e-01 -2.3110e+00 +9.1813e-01
190 +2.403927656e+02 +2.403927656e+02 +1.848227656e+02 +1.848227656e+02 -9.0979e-01 -7.5586e-01 +1.8845e-01 -5.3112e-01 -5.2647e-01 +1.2382e-01 -4.6510e-02 +5.7601e-01 -1.8011e+00 -8.6049e-01 +8.7031e-02 +2.0092e+00 +2.3664e+00 +3.4418e+00 +9.7627e-01 -9.5133e-01 +3.7529e-01 -4.2189e-01 -3.1015e+00 +1.6126e+00
243 +2.302200702e+02 +2.302200702e+02 +1.746500702e+02 +1.746500702e+02 -8.1545e-01 -1.3802e+00 -3.0537e-01 +2.9698e-01 +5.2587e-01 +1.2625e+00 -3.8413e-01 +5.7804e-01 -2.3442e+00 -4.4959e-01 -5.6320e-01 +2.1438e+00 +2.7146e+00 +2.3594e+00 +6.2416e-01 -1.0490e-02 +8.6751e-01 -4.7351e-01 -3.6868e+00 +1.2420e+00
290 +2.252569067e+02 +2.252569067e+02 +1.696869067e+02 +1.696869067e+02 -5.6227e-01 -6.0611e-01 -5.5502e-01 +1.6543e-01 -1.8175e-01 +8.7570e-01 +2.8546e-01 +1.1531e+00 -1.5969e+00 +8.3069e-02 -1.6992e+00 +8.5289e-01 +2.5635e+00 +1.5368e+00 +6.7496e-01 +9.2771e-01 +6.8965e-01 -7.5777e-01 -3.0869e+00 +1.2827e+00
402 +2.229112151e+02 +2.229112151e+02 +1.673412151e+02 +1.673412151e+02 -9.2472e-01 -4.7602e-01 +2.0939e-01 -6.5919e-01 -2.6897e-01 +1.1389e+00 -1.3468e-01 +5.9077e-01 -1.1682e+00 -4.2600e-01 -5.3550e-01 +1.7517e+00 +2.2270e+00 +1.9704e+00 +5.6802e-01 +6.7467e-01 +2.1214e+00 -5.8816e-02 -3.4426e+00 +1.9275e+00
433 +1.954409376e+02 +1.954409376e+02 +1.398709376e+02 +1.398709376e+02 -7.8395e-01 -7.1561e-01 -2.1905e-03 -5.6660e-01 -5.7994e-02 +7.8807e-01 +2.3307e-01 +6.7612e-01 -1.2747e+00 +1.0746e-01 -7.8875e-01 +1.7997e+00 +2.0366e+00 +2.4772e+00 +6.2270e-01 +5.1989e-01 +2.0235e+00 -3.4217e-01 -3.5048e+00 +1.9382e+00
724 +1.821357262e+02 +1.821357262e+02 +1.265657262e+02 +1.265657262e+02 -1.0710e+00 +2.8210e-01 -3.1166e-01 +5.1129e-01 -1.0125e+00 +6.5046e-01 +7.5212e-01 +1.2787e+00 -1.2512e+00 +1.8562e+00 -1.4481e+00 +1.0176e+00 +2.1723e+00 +1.9826e+00 +1.1874e+00 -3.3396e-01 +1.6647e+00 -9.8497e-02 -3.4658e+00 +1.9901e+00
1131 +1.664218821e+02 +1.664218821e+02 +1.108518821e+02 +1.108518821e+02 -9.0713e-01 -3.0547e-01 -1.1881e+00 +2.3960e-01 -3.6902e-01 +7.6999e-01 +3.3319e-01 +1.2313e+00 -3.6542e-01 +1.4297e+00 -2.8962e+00 +5.8275e-01 +3.0080e+00 +2.0708e+00 +1.1916e+00 -2.2590e-01 +2.5668e+00 -1.3505e-01 -2.7506e+00 +1.2491e+00
1143 +1.618681262e+02 +1.618681262e+02 +1.062981262e+02 +1.062981262e+02 -8.9320e-01 -4.2313e-01 -1.1939e+00 +1.4806e-01 -4.4410e-01 +8.0666e-01 +3.9989e-01 +1.1594e+00 -5.0606e-01 +1.4259e+00 -2.8198e+00 +6.3410e-01 +2.9437e+00 +2.0539e+00 +1.1176e+00 -2.7352e-01 +2.5555e+00 -2.8347e-01 -2.8328e+00 +1.2984e+00
1201 +1.512763240e+02 +1.512763240e+02 +9.570632405e+01 +9.570632405e+01 -9.9663e-01 -5.8799e-01 -1.2630e+00 +2.9265e-01 -2.8239e-01 +8.7676e-01 +3.7769e-01 +1.1921e+00 -4.8458e-01 +1.6393e+00 -2.8481e+00 +5.7505e-01 +3.0141e+00 +2.4523e+00 +1.0893e+00 -1.5206e-01 +2.6117e+00 -3.3884e-01 -2.7423e+00 +1.3251e+00
1290 +1.469921093e+02 +1.469921093e+02 +9.142210931e+01 +9.142210931e+01 -1.0765e+00 -4.0244e-01 -1.2615e+00 +3.2722e-01 -1.0792e-01 +8.9580e-01 +3.5445e-01 +1.1728e+00 -4.6710e-01 +1.7635e+00 -2.9580e+00 +5.8033e-01 +3.0163e+00 +2.4893e+00 +9.9517e-01 -8.9923e-02 +2.5854e+00 -4.2560e-01 -2.8149e+00 +1.2110e+00
1309 +1.383866524e+02 +1.383866524e+02 +8.281665238e+01 +8.281665238e+01 -1.0233e+00 -4.8495e-01 -1.2656e+00 +3.1664e-01 -1.0569e-01 +8.6102e-01 +3.2929e-01 +1.1424e+00 -4.0623e-01 +1.8208e+00 -2.9470e+00 +6.1917e-01 +3.0887e+00 +2.4116e+00 +1.0270e+00 -6.5808e-02 +2.5360e+00 -4.4242e-01 -2.7880e+00 +1.2110e+00
1318 +1.373401330e+02 +1.373401330e+02 +8.177013305e+01 +8.177013305e+01 -1.0474e+00 -4.0143e-01 -1.2829e+00 +3.5267e-01 -1.2579e-01 +9.1995e-01 +3.6013e-01 +1.1478e+00 -4.6871e-01 +1.7953e+00 -2.8674e+00 +6.4817e-01 +3.0125e+00 +2.4158e+00 +1.0671e+00 -6.9828e-02 +2.4998e+00 -3.8871e-01 -2.7381e+00 +1.2219e+00
1331 +1.296790179e+02 +1.296790179e+02 +7.410901787e+01 +7.410901787e+01 -1.0385e+00 -5.0562e-01 -1.2573e+00 +3.3756e-01 -1.6069e-01 +8.8541e-01 +3.3991e-01 +1.1964e+00 -4.7194e-01 +1.8242e+00 -2.9522e+00 +6.0436e-01 +3.0597e+00 +2.3929e+00 +1.0608e+00 -1.1036e-01 +2.4791e+00 -3.3938e-01 -2.7475e+00 +1.2157e+00
1349 +1.269466596e+02 +1.269466596e+02 +7.137665959e+01 +7.137665959e+01 -1.0136e+00 -5.3479e-01 -1.1902e+00 +3.2358e-01 -1.3163e-01 +8.1712e-01 +3.3466e-01 +1.1378e+00 -5.0523e-01 +1.8113e+00 -2.9319e+00 +6.3939e-01 +3.0552e+00 +2.4157e+00 +1.0676e+00 -1.1248e-01 +2.4659e+00 -3.7964e-01 -2.7732e+00 +1.1949e+00
1364 +1.194892741e+02 +1.194892741e+02 +6.391927411e+01 +6.391927411e+01 -1.0261e+00 -4.7362e-01 -1.1681e+00 +3.5559e-01 -1.8887e-01 +7.6913e-01 +3.0311e-01 +1.1467e+00 -4.4832e-01 +1.9056e+00 -2.8830e+00 +6.8029e-01 +3.0248e+00 +2.4479e+00 +1.0793e+00 -8.3215e-02 +2.5151e+00 -3.5982e-01 -2.7451e+00 +1.2297e+00
1418 +1.150239382e+02 +1.150239382e+02 +5.945393823e+01 +5.945393823e+01 -9.7026e-01 -4.7586e-01 -1.2364e+00 +2.8988e-01 -2.1837e-01 +7.5999e-01 +2.5724e-01 +1.1594e+00 -5.2398e-01 +1.8475e+00 -2.8925e+00 +6.0003e-01 +3.0182e+00 +2.5078e+00 +1.0611e+00 -1.3913e-01 +2.5695e+00 -3.3640e-01 -2.7381e+00 +1.2672e+00
1433 +1.111195271e+02 +1.111195271e+02 +5.554952709e+01 +5.554952709e+01 -9.8272e-01 -4.6779e-01 -1.2185e+00 +3.2712e-01 -2.1626e-01 +7.5894e-01 +2.6040e-01 +1.1648e+00 -4.8776e-01 +1.8655e+00 -2.8940e+00 +5.9147e-01 +3.0531e+00 +2.5048e+00 +1.0705e+00 -1.1711e-01 +2.5649e+00 -3.2212e-01 -2.7483e+00 +1.2209e+00
1434 +1.094207167e+02 +1.094207167e+02 +5.385071670e+01 +5.385071670e+01 -9.8163e-01 -5.2453e-01 -1.2511e+00 +2.8518e-01 -2.5685e-01 +7.2550e-01 +2.3568e-01 +1.1720e+00 -5.4952e-01 +1.8759e+00 -2.8760e+00 +5.9701e-01 +3.0693e+00 +2.4852e+00 +1.0916e+00 -1.2693e-01 +2.5861e+00 -3.1568e-01 -2.7508e+00 +1.2491e+00
1454 +1.057651403e+02 +1.057651403e+02 +5.019514028e+01 +5.019514028e+01 -9.8865e-01 -5.1955e-01 -1.2713e+00 +2.7980e-01 -2.1080e-01 +8.0351e-01 +2.6817e-01 +1.1561e+00 -5.1929e-01 +1.8997e+00 -2.8305e+00 +6.1430e-01 +3.0492e+00 +2.4331e+00 +1.0979e+00 -1.0493e-01 +2.6033e+00 -3.2062e-01 -2.7715e+00 +1.2192e+00
1561 +1.046681320e+02 +1.046681320e+02 +4.909813202e+01 +4.909813202e+01 -9.8982e-01 -5.1933e-01 -1.2957e+00 +3.0581e-01 -1.8731e-01 +8.0027e-01 +2.8161e-01 +1.1602e+00 -4.8911e-01 +1.9000e+00 -2.8677e+00 +6.2172e-01 +3.0364e+00 +2.4834e+00 +1.0803e+00 -9.2308e-02 +2.5746e+00 -3.2266e-01 -2.7685e+00 +1.2184e+00
1673 +1.019622866e+02 +1.019622866e+02 +4.639228664e+01 +4.639228664e+01 -9.6499e-01 -5.3287e-01 -1.2824e+00 +3.1984e-01 -1.3360e-01 +7.9974e-01 +2.9754e-01 +1.1569e+00 -5.2456e-01 +1.9205e+00 -2.8750e+00 +6.2342e-01 +3.0311e+00 +2.4624e+00 +1.0887e+00 -1.0739e-01 +2.5853e+00 -3.0900e-01 -2.7635e+00 +1.2151e+00
1964 +9.999660651e+01 +9.999660651e+01 +4.442660651e+01 +4.442660651e+01 -9.5367e-01 -5.3282e-01 -1.2806e+00 +3.1843e-01 -1.4048e-01 +7.8215e-01 +2.7756e-01 +1.1620e+00 -5.7937e-01 +1.9234e+00 -2.8659e+00 +6.1837e-01 +3.0131e+00 +2.4676e+00 +1.0972e+00 -1.0142e-01 +2.5901e+00 -3.2058e-01 -2.7676e+00 +1.2180e+00
% function evaluation | noise-free fitness - Fopt (-1.412700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.198589710e+02 +8.198589710e+02 +6.785889710e+02 +6.785889710e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +7.986354534e+02 +7.986354534e+02 +6.573654534e+02 +6.573654534e+02 +5.3157e-03 +1.9658e-01 +1.8331e-01 +9.4227e-02 +2.3136e-01 +2.8774e-01 -2.2493e-01 +5.9265e-02 +7.6330e-02 -1.3747e-01 -1.9167e-01 -3.5094e-02 +6.0668e-03 -4.2668e-01 -2.0595e-01 -1.9786e-03 -6.1733e-02 +7.2915e-02 +1.1331e-01 +1.7082e-01
14 +7.921619005e+02 +7.921619005e+02 +6.508919005e+02 +6.508919005e+02 +9.7453e-02 -2.1951e-01 -8.8884e-02 +1.6398e-01 -6.5408e-02 +4.2904e-02 -2.3491e-01 -1.9129e-01 -5.7118e-02 -1.0826e-01 -3.3843e-01 +1.1763e-01 +7.1279e-03 +1.4395e-01 -3.6370e-01 -1.9756e-01 +1.7765e-01 -2.4323e-01 -8.2958e-02 -4.0819e-02
35 +7.479853818e+02 +7.479853818e+02 +6.067153818e+02 +6.067153818e+02 +1.1793e-01 -9.7684e-03 -2.9612e-01 +1.1822e-01 -1.9807e-01 +3.0157e-01 +2.1824e-01 -2.3832e-01 -3.1634e-01 +1.5284e-01 -1.6789e-01 +2.0586e-01 +1.4392e-01 +3.4643e-01 -8.6070e-01 -2.8515e-01 -1.3769e-01 +7.9491e-02 -6.0888e-04 +5.1822e-01
48 +7.210193467e+02 +7.210193467e+02 +5.797493467e+02 +5.797493467e+02 -4.5880e-02 +1.2443e-01 -6.0162e-01 +6.7544e-02 -5.7654e-02 +3.3852e-01 +2.4319e-01 -1.2122e-01 -2.7403e-01 +5.4559e-02 -1.6214e-01 +1.0037e-01 +1.6048e-03 +2.1898e-01 -6.7159e-01 -1.6982e-01 -2.5579e-01 +9.7800e-02 -3.0862e-02 +4.7847e-01
51 +7.019733660e+02 +7.019733660e+02 +5.607033660e+02 +5.607033660e+02 +3.1261e-01 +3.4535e-02 -3.8330e-01 +7.7857e-02 -1.0587e-01 +3.3636e-01 +4.8830e-01 -9.1034e-02 -1.8484e-01 +2.5225e-01 -2.2904e-01 -1.0524e-01 -6.8437e-02 +2.0790e-01 -4.6797e-01 -2.5189e-01 -1.3116e-01 +1.2551e-01 -7.1961e-02 +5.2851e-01
84 +6.773593780e+02 +6.773593780e+02 +5.360893780e+02 +5.360893780e+02 -2.7546e-02 -3.1673e-01 -3.5162e-01 +9.6373e-02 +1.3187e-01 +3.5938e-01 +1.8060e-01 -2.2591e-01 -7.2411e-01 +1.8825e-01 -2.8184e-01 -3.8587e-02 -1.2336e-01 +2.0931e-01 -9.1217e-01 -2.4375e-01 -2.6355e-01 -1.5215e-01 +1.7118e-01 +7.7311e-01
89 +6.727699304e+02 +6.727699304e+02 +5.314999304e+02 +5.314999304e+02 -4.8179e-02 -3.7518e-01 -2.8413e-01 +4.9422e-04 +1.5482e-01 +3.4283e-01 +2.5451e-01 +1.8039e-02 -4.9774e-01 +2.3088e-01 -1.5729e-01 +9.3356e-02 +5.8489e-02 -5.2227e-02 -5.2630e-01 -4.2957e-01 -3.4088e-01 -1.7606e-02 +2.5093e-02 +6.0612e-01
91 +6.495601149e+02 +6.495601149e+02 +5.082901149e+02 +5.082901149e+02 -7.2057e-02 -3.9602e-01 -3.3256e-01 +5.4441e-02 +8.7634e-02 +3.6953e-01 +1.8947e-01 -1.6126e-01 -6.1362e-01 +4.8228e-01 -2.4380e-01 +2.7119e-01 -7.7284e-02 +3.0160e-01 -6.4261e-01 -3.7419e-01 -5.0108e-01 -1.2161e-01 +1.4304e-01 +8.5463e-01
101 +6.205780959e+02 +6.205780959e+02 +4.793080959e+02 +4.793080959e+02 +1.1539e-01 -3.3465e-01 -3.1752e-01 +1.3345e-01 +8.6066e-02 +3.0416e-01 +3.5570e-01 -4.6104e-03 -6.8364e-01 +3.6205e-01 -1.2476e-01 +1.4473e-01 +5.7781e-02 +1.3647e-01 -7.5087e-01 -2.3967e-01 -5.0143e-01 -3.7809e-02 +2.5768e-01 +6.6413e-01
103 +6.060550823e+02 +6.060550823e+02 +4.647850823e+02 +4.647850823e+02 +1.7665e-02 -3.7939e-01 -3.9241e-01 +2.6014e-02 -5.7631e-02 +2.9519e-01 +6.4407e-02 -6.5702e-02 -8.1814e-01 +3.6597e-01 -2.3136e-02 +4.0214e-01 +5.0016e-02 +2.5587e-01 -9.9734e-01 -1.1267e-01 -4.3426e-01 +9.9469e-02 +2.0189e-01 +9.2610e-01
126 +5.613844461e+02 +5.613844461e+02 +4.201144461e+02 +4.201144461e+02 -2.4894e-01 -6.4488e-01 -2.2234e-01 +1.3999e-01 -6.4162e-02 +3.7350e-01 +2.3477e-01 -2.5615e-01 -8.7932e-01 +4.8103e-01 -2.0880e-01 +1.1456e-01 +5.5116e-02 +1.3954e-01 -1.2278e+00 -3.5056e-02 -4.5736e-01 +1.5306e-02 +9.3208e-01 +9.0171e-01
142 +5.222646453e+02 +5.222646453e+02 +3.809946453e+02 +3.809946453e+02 -2.6176e-01 -2.3940e-01 -4.9331e-01 -8.7192e-05 -1.1396e-01 +2.6652e-01 +2.2550e-01 +4.9419e-01 -8.9936e-01 +2.0935e-01 -1.8545e-01 +2.8722e-02 +1.2847e-02 +1.5521e-02 -1.3287e+00 +8.2404e-02 -5.9812e-01 +6.0816e-04 +8.9420e-01 +1.4683e+00
195 +5.048314488e+02 +5.048314488e+02 +3.635614488e+02 +3.635614488e+02 -7.7499e-02 -5.5518e-01 -3.4453e-01 +6.5388e-02 +2.3824e-01 -1.0734e-01 +1.5294e-01 +2.9497e-01 -1.0202e+00 +3.9065e-01 -1.4853e-01 +7.3816e-02 -1.1534e-01 +3.6995e-01 -1.2715e+00 +1.7993e-01 -1.0886e+00 -2.8415e-01 +9.1851e-01 +1.4702e+00
211 +4.843546658e+02 +4.843546658e+02 +3.430846658e+02 +3.430846658e+02 -8.3892e-02 -6.7579e-01 -4.8438e-01 -7.1152e-03 -1.3059e-01 +3.6198e-01 +1.1942e-01 +3.9045e-01 -8.7596e-01 +5.5346e-01 -4.0850e-02 +2.3149e-01 -5.0432e-04 +5.8501e-01 -1.3199e+00 +7.9093e-02 -1.0948e+00 -1.7499e-01 +8.9849e-01 +1.4180e+00
218 +4.410124676e+02 +4.410124676e+02 +2.997424676e+02 +2.997424676e+02 -1.4100e-01 -3.4634e-01 -4.5407e-01 -1.0188e-01 +1.3898e-01 +2.7552e-01 +2.1735e-01 +4.5891e-02 -9.5303e-01 +4.6366e-01 -1.1422e-01 +7.4986e-02 -5.7684e-02 +6.8749e-01 -1.2261e+00 +1.9341e-01 -1.3510e+00 -4.1326e-01 +8.5514e-01 +1.1081e+00
290 +4.217111488e+02 +4.217111488e+02 +2.804411488e+02 +2.804411488e+02 -2.5725e-01 -3.8248e-01 -3.7822e-01 +7.2521e-01 +8.2134e-02 +4.3117e-01 +3.0011e-01 -5.8966e-01 -8.4585e-01 +4.0318e-01 -1.4199e-01 +6.4179e-01 -6.0283e-01 +1.0670e+00 -1.6389e+00 +4.2859e-01 -1.3375e+00 -6.0072e-01 +5.4197e-01 +1.6108e+00
356 +4.164382163e+02 +4.164382163e+02 +2.751682163e+02 +2.751682163e+02 -2.5244e-01 -4.8456e-01 -6.5268e-01 +8.7383e-01 -2.3375e-01 +3.6202e-01 +1.6798e-01 -3.9341e-01 -1.5611e+00 +2.9320e-01 +1.3751e-01 +4.8075e-01 -3.9649e-01 +1.6138e+00 -1.3220e+00 +4.9070e-01 -1.3485e+00 -5.6521e-01 +1.2932e+00 +2.0532e+00
392 +4.052734894e+02 +4.052734894e+02 +2.640034894e+02 +2.640034894e+02 -1.2894e-01 -4.4079e-01 -1.0073e+00 +8.5331e-01 +8.2395e-02 +2.0866e-01 +5.0820e-01 -5.7590e-01 -1.8322e+00 +4.9184e-01 -6.2334e-02 +4.9701e-01 -3.9140e-01 +1.5776e+00 -1.6041e+00 +5.0823e-01 -1.4538e+00 -9.0750e-01 +9.3128e-01 +1.9084e+00
411 +3.969757638e+02 +3.969757638e+02 +2.557057638e+02 +2.557057638e+02 -9.3852e-02 -4.6410e-01 -9.9098e-01 +8.1425e-01 +1.3746e-01 +3.7129e-01 +2.5582e-01 -5.1639e-01 -1.4144e+00 +3.8639e-01 -2.7003e-01 +4.1890e-01 -5.8404e-01 +1.5485e+00 -1.4998e+00 +6.8356e-01 -1.4391e+00 -6.6907e-01 +1.0979e+00 +2.0168e+00
424 +3.810245271e+02 +3.810245271e+02 +2.397545271e+02 +2.397545271e+02 -2.3427e-01 -3.9600e-01 -1.2016e+00 +8.0712e-01 +1.2619e-01 +5.4130e-01 +4.2639e-01 -7.5335e-01 -1.3537e+00 +4.2879e-01 -2.3850e-01 +4.9391e-01 -5.4490e-01 +1.2794e+00 -1.7331e+00 +7.4366e-01 -1.5434e+00 -7.1586e-01 +1.0871e+00 +1.9633e+00
438 +3.795777438e+02 +3.795777438e+02 +2.383077438e+02 +2.383077438e+02 -2.8380e-01 -2.7140e-01 -1.0318e+00 +8.9245e-01 +2.0249e-01 +4.0536e-01 +3.6995e-01 -3.2573e-01 -1.3206e+00 +4.5889e-01 -1.2954e-01 +4.9776e-01 -5.5904e-01 +1.5698e+00 -1.7557e+00 +6.4450e-01 -1.3740e+00 -6.9724e-01 +1.1447e+00 +2.1782e+00
442 +3.692777153e+02 +3.692777153e+02 +2.280077153e+02 +2.280077153e+02 -3.2527e-01 -4.3748e-01 -1.1413e+00 +8.0574e-01 +1.4850e-01 +3.8060e-01 +4.2322e-01 -3.9470e-01 -1.2908e+00 +4.0571e-01 -1.1486e-01 +3.9100e-01 -4.9847e-01 +1.6957e+00 -1.6557e+00 +6.6521e-01 -1.5910e+00 -6.4033e-01 +1.1975e+00 +2.3248e+00
444 +3.500706777e+02 +3.500706777e+02 +2.088006777e+02 +2.088006777e+02 -1.2697e-01 -4.9099e-01 -1.1530e+00 +9.5157e-01 +1.5410e-01 +4.1474e-01 +3.4061e-01 -4.9362e-01 -1.3926e+00 +4.5720e-01 -3.6724e-02 +5.2172e-01 -4.1361e-01 +1.5972e+00 -1.6946e+00 +5.8114e-01 -1.5950e+00 -7.0886e-01 +1.0256e+00 +2.3163e+00
581 +3.402369665e+02 +3.402369665e+02 +1.989669665e+02 +1.989669665e+02 -2.8147e-01 -4.0030e-01 -1.2218e+00 +1.1988e+00 +3.3456e-01 +4.4098e-01 +2.0260e-01 -6.4007e-01 -1.4724e+00 +3.6841e-01 -1.8401e-01 +5.9905e-01 -4.8062e-01 +1.8857e+00 -2.1195e+00 +5.8960e-01 -1.5576e+00 -7.3372e-01 +1.2264e+00 +2.5664e+00
625 +3.267919693e+02 +3.267919693e+02 +1.855219693e+02 +1.855219693e+02 -7.1652e-02 -3.4567e-01 -1.2296e+00 +9.4684e-01 +2.2026e-01 +4.3002e-01 +1.2829e-01 -6.2304e-01 -1.4996e+00 +3.6660e-01 -1.5973e-01 +5.5414e-01 -4.9347e-01 +1.5395e+00 -2.2474e+00 +5.4563e-01 -1.4842e+00 -6.3831e-01 +1.2146e+00 +2.6403e+00
696 +3.222638339e+02 +3.222638339e+02 +1.809938339e+02 +1.809938339e+02 -1.9706e-01 -3.1367e-01 -1.1015e+00 +9.3693e-01 +2.1186e-01 +4.4887e-01 +1.6075e-01 -4.3173e-01 -1.4570e+00 +3.9940e-01 -1.1009e-01 +4.7402e-01 -5.4217e-01 +1.8254e+00 -2.0855e+00 +6.0914e-01 -1.5366e+00 -7.5225e-01 +1.2605e+00 +2.7795e+00
